,nB/n0,sigma field (MeV),rho field (MeV),omega field (MeV),phi field (MeV),Neutron kF (MeV),Proton kF (MeV),electron kF (MeV),Lambda kF (MeV),Sigma_0 kF (MeV),Sigma_- kF (MeV),Sigma_+ kF (MeV),Neutron frac,Proton frac,electron frac,Lambda frac,Sigma_0 frac,Sigma_- frac,Sigma_+ frac
233,2.60000000,44.86383595,-15.56083871,43.19449124,-0.23391626,424.22160375,231.49563404,231.49563404,120.57457643,0.00000000,0.00000000,0.00000000,0.84355464,0.13707659,0.13707659,0.01936877,0.00000000,0.00000000,0.00000000
234,2.61000000,44.95950952,-15.58345090,43.33831420,-0.25340818,424.49456826,231.83446481,231.83446481,123.83473749,0.00000000,0.00000000,0.00000000,0.84194578,0.13715186,0.13715186,0.02090235,0.00000000,0.00000000,0.00000000
235,2.62000000,45.05480373,-15.60574277,43.48177937,-0.27319828,424.76390228,232.16946876,232.16946876,126.97793615,0.00000000,0.00000000,0.00000000,0.84032974,0.13722153,0.13722153,0.02244873,0.00000000,0.00000000,0.00000000
236,2.63000000,45.14973019,-15.62773058,43.62490571,-0.29327076,425.02979022,232.50083641,232.50083641,130.01452211,0.00000000,0.00000000,0.00000000,0.83870761,0.13728593,0.13728593,0.02400646,0.00000000,0.00000000,0.00000000
237,2.64000000,45.24429941,-15.64942896,43.76771021,-0.31361144,425.29239808,232.82873927,232.82873927,132.95343867,0.00000000,0.00000000,0.00000000,0.83708036,0.13734538,0.13734538,0.02557426,0.00000000,0.00000000,0.00000000
238,2.65000000,45.33852102,-15.67085113,43.91020824,-0.33420752,425.55187609,233.15333249,233.15333249,135.80247437,0.00000000,0.00000000,0.00000000,0.83544887,0.13740016,0.13740016,0.02715097,0.00000000,0.00000000,0.00000000
239,2.66000000,45.43240380,-15.69200914,44.05241373,-0.35504740,425.80836090,233.47475720,233.47475720,138.56845969,0.00000000,0.00000000,0.00000000,0.83381392,0.13745052,0.13745052,0.02873557,0.00000000,0.00000000,0.00000000
240,2.67000000,45.52595588,-15.71291397,44.19433937,-0.37612050,426.06197736,233.79314228,233.79314228,141.25742294,0.00000000,0.00000000,0.00000000,0.83217621,0.13749670,0.13749670,0.03032709,0.00000000,0.00000000,0.00000000
241,2.68000000,45.61918474,-15.73357570,44.33599676,-0.39741715,426.31283997,234.10860592,234.10860592,143.87471501,0.00000000,0.00000000,0.00000000,0.83053639,0.13753891,0.13753891,0.03192470,0.00000000,0.00000000,0.00000000
242,2.69000000,45.71209734,-15.75400360,44.47739658,-0.41892845,426.56105416,234.42125694,234.42125694,146.42511041,0.00000000,0.00000000,0.00000000,0.82889505,0.13757734,0.13757734,0.03352761,0.00000000,0.00000000,0.00000000
243,2.70000000,45.80470016,-15.77420622,44.61854865,-0.44064622,426.80671733,234.73119584,234.73119584,148.91288980,0.00000000,0.00000000,0.00000000,0.82725270,0.13761219,0.13761219,0.03513511,0.00000000,0.00000000,0.00000000
244,2.71000000,45.89699925,-15.79419152,44.75946205,-0.46256289,427.04991975,235.03851573,235.03851573,151.34190794,0.00000000,0.00000000,0.00000000,0.82560985,0.13764360,0.13764360,0.03674655,0.00000000,0.00000000,0.00000000
245,2.72000000,45.98900029,-15.81396684,44.90014520,-0.48467144,427.29074529,235.34330315,235.34330315,153.71565022,0.00000000,0.00000000,0.00000000,0.82396692,0.13767176,0.13767176,0.03836132,0.00000000,0.00000000,0.00000000
246,2.73000000,46.08070859,-15.83353907,45.04060593,-0.50696536,427.52927212,235.64563871,235.64563871,156.03727983,0.00000000,0.00000000,0.00000000,0.82232433,0.13769678,0.13769678,0.03997889,0.00000000,0.00000000,0.00000000
247,2.74000000,46.17212918,-15.85291461,45.18085152,-0.52943856,427.76557328,235.94559772,235.94559772,158.30967761,0.00000000,0.00000000,0.00000000,0.82068245,0.13771882,0.13771882,0.04159873,0.00000000,0.00000000,0.00000000
248,2.75000000,46.26326680,-15.87209948,45.32088880,-0.55208536,427.99971714,236.24325069,236.24325069,160.53547569,0.00000000,0.00000000,0.00000000,0.81904162,0.13773800,0.13773800,0.04322038,0.00000000,0.00000000,0.00000000
249,2.76000000,46.35412591,-15.89109929,45.46072414,-0.57490045,428.23176787,236.53866377,236.53866377,162.71708630,0.00000000,0.00000000,0.00000000,0.81740217,0.13775442,0.13775442,0.04484341,0.00000000,0.00000000,0.00000000
250,2.77000000,46.44471078,-15.90991934,45.60036353,-0.59787884,428.46178581,236.83189916,236.83189916,164.85672633,0.00000000,0.00000000,0.00000000,0.81576437,0.13776822,0.13776822,0.04646741,0.00000000,0.00000000,0.00000000
251,2.78000000,46.53502543,-15.92856464,45.73981259,-0.62101585,428.68982781,237.12301544,237.12301544,166.95643856,0.00000000,0.00000000,0.00000000,0.81412850,0.13777948,0.13777948,0.04809201,0.00000000,0.00000000,0.00000000
252,2.79000000,46.62507370,-15.94703987,45.87907661,-0.64430707,428.91594752,237.41206790,237.41206790,169.01811003,0.00000000,0.00000000,0.00000000,0.81249482,0.13778832,0.13778832,0.04971687,0.00000000,0.00000000,0.00000000
253,2.80000000,46.71485925,-15.96534949,46.01816059,-0.66774832,429.14019565,237.69910882,237.69910882,171.04348796,0.00000000,0.00000000,0.00000000,0.81086354,0.13779481,0.13779481,0.05134165,0.00000000,0.00000000,0.00000000
254,2.81000000,46.80438558,-15.98349771,46.15706925,-0.69133568,429.36262024,237.98418767,237.98418767,173.03419368,0.00000000,0.00000000,0.00000000,0.80923489,0.13779905,0.13779905,0.05296606,0.00000000,0.00000000,0.00000000
255,2.82000000,46.89365603,-16.00148853,46.29580705,-0.71506543,429.58326683,238.26735139,238.26735139,174.99173484,0.00000000,0.00000000,0.00000000,0.80760906,0.13780111,0.13780111,0.05458983,0.00000000,0.00000000,0.00000000
256,2.83000000,46.98267378,-16.01932574,46.43437823,-0.73893404,429.80217868,238.54864453,238.54864453,176.91751612,0.00000000,0.00000000,0.00000000,0.80598623,0.13780109,0.13780109,0.05621268,0.00000000,0.00000000,0.00000000
257,2.84000000,47.07144191,-16.03701294,46.57278680,-0.76293816,430.01939693,238.82810946,238.82810946,178.81284873,0.00000000,0.00000000,0.00000000,0.80436658,0.13779904,0.13779904,0.05783438,0.00000000,0.00000000,0.00000000
258,2.85000000,47.15996337,-16.05455357,46.71103657,-0.78707462,430.23496074,239.10578654,239.10578654,180.67895874,0.00000000,0.00000000,0.00000000,0.80275026,0.13779505,0.13779505,0.05945469,0.00000000,0.00000000,0.00000000
259,2.86000000,47.24824097,-16.07195090,46.84913117,-0.81134039,430.44890746,239.38171421,239.38171421,182.51699458,0.00000000,0.00000000,0.00000000,0.80113742,0.13778918,0.13778918,0.06107340,0.00000000,0.00000000,0.00000000
260,2.87000000,47.33627743,-16.08920807,46.98707406,-0.83573260,430.66127272,239.65592920,239.65592920,184.32803364,0.00000000,0.00000000,0.00000000,0.79952819,0.13778148,0.13778148,0.06269032,0.00000000,0.00000000,0.00000000
261,2.88000000,47.42407539,-16.10632804,47.12486854,-0.86024849,430.87209060,239.92846658,239.92846658,186.11308822,0.00000000,0.00000000,0.00000000,0.79792271,0.13777203,0.13777203,0.06430526,0.00000000,0.00000000,0.00000000
262,2.89000000,47.51163737,-16.12331368,47.26251774,-0.88488544,431.08139367,240.19935989,240.19935989,187.87311082,0.00000000,0.00000000,0.00000000,0.79632108,0.13776088,0.13776088,0.06591804,0.00000000,0.00000000,0.00000000
263,2.90000000,47.59896580,-16.14016773,47.40002468,-0.90964096,431.28921311,240.46864126,240.46864126,189.60899893,0.00000000,0.00000000,0.00000000,0.79472342,0.13774809,0.13774809,0.06752849,0.00000000,0.00000000,0.00000000
264,2.91000000,47.68606305,-16.15689280,47.53739222,-0.93451264,431.49557885,240.73634147,240.73634147,191.32159929,0.00000000,0.00000000,0.00000000,0.79312983,0.13773370,0.13773370,0.06913648,0.00000000,0.00000000,0.00000000
265,2.92000000,47.77293139,-16.17349141,47.67462313,-0.95949819,431.70051954,241.00249007,241.00249007,193.01171181,0.00000000,0.00000000,0.00000000,0.79154040,0.13771776,0.13771776,0.07074184,0.00000000,0.00000000,0.00000000
266,2.93000000,47.85957302,-16.18996598,47.81172004,-0.98459541,431.90406275,241.26711540,241.26711540,194.68009305,0.00000000,0.00000000,0.00000000,0.78995521,0.13770033,0.13770033,0.07234445,0.00000000,0.00000000,0.00000000
267,2.94000000,47.94599009,-16.20631881,47.94868548,-1.00980220,432.10623494,241.53024473,241.53024473,196.32745939,0.00000000,0.00000000,0.00000000,0.78837436,0.13768146,0.13768146,0.07394419,0.00000000,0.00000000,0.00000000
268,2.95000000,48.03218467,-16.22255216,48.08552187,-1.03511652,432.30706156,241.79190426,241.79190426,197.95448993,0.00000000,0.00000000,0.00000000,0.78679790,0.13766118,0.13766118,0.07554092,0.00000000,0.00000000,0.00000000
269,2.96000000,48.11815876,-16.23866815,48.22223155,-1.06053645,432.50656712,242.05211923,242.05211923,199.56182912,0.00000000,0.00000000,0.00000000,0.78522592,0.13763953,0.13763953,0.07713455,0.00000000,0.00000000,0.00000000
270,2.97000000,48.20391432,-16.25466887,48.35881677,-1.08606010,432.70477522,242.31091394,242.31091394,201.15008913,0.00000000,0.00000000,0.00000000,0.78365848,0.13761656,0.13761656,0.07872496,0.00000000,0.00000000,0.00000000
271,2.98000000,48.28945324,-16.27055632,48.49527967,-1.11168569,432.90170862,242.56831181,242.56831181,202.71985207,0.00000000,0.00000000,0.00000000,0.78209563,0.13759231,0.13759231,0.08031207,0.00000000,0.00000000,0.00000000
272,2.99000000,48.37477736,-16.28633240,48.63162234,-1.13741147,433.09738927,242.82433546,242.82433546,204.27167198,0.00000000,0.00000000,0.00000000,0.78053742,0.13756681,0.13756681,0.08189577,0.00000000,0.00000000,0.00000000
273,3.00000000,48.45988847,-16.30199899,48.76784678,-1.16323578,433.29183836,243.07900669,243.07900669,205.80607663,0.00000000,0.00000000,0.00000000,0.77898392,0.13754010,0.13754010,0.08347598,0.00000000,0.00000000,0.00000000
274,3.01000000,48.54478832,-16.31755788,48.90395491,-1.18915702,433.48507636,243.33234658,243.33234658,207.32356927,0.00000000,0.00000000,0.00000000,0.77743516,0.13751221,0.13751221,0.08505263,0.00000000,0.00000000,0.00000000
275,3.02000000,48.62947861,-16.33301081,49.03994861,-1.21517362,433.67712304,243.58437551,243.58437551,208.82463013,0.00000000,0.00000000,0.00000000,0.77589119,0.13748318,0.13748318,0.08662564,0.00000000,0.00000000,0.00000000
276,3.03000000,48.71396099,-16.34835945,49.17582966,-1.24128410,433.86799755,243.83511318,243.83511318,210.30971785,0.00000000,0.00000000,0.00000000,0.77435204,0.13745303,0.13745303,0.08819493,0.00000000,0.00000000,0.00000000
277,3.04000000,48.79823708,-16.36360543,49.31159981,-1.26748701,434.05771840,244.08457865,244.08457865,211.77927081,0.00000000,0.00000000,0.00000000,0.77281775,0.13742181,0.13742181,0.08976044,0.00000000,0.00000000,0.00000000
278,3.05000000,48.88230844,-16.37875032,49.44726072,-1.29378095,434.24630351,244.33279039,244.33279039,213.23370837,0.00000000,0.00000000,0.00000000,0.77128835,0.13738953,0.13738953,0.09132212,0.00000000,0.00000000,0.00000000
279,3.06000000,48.96617663,-16.39379566,49.58281403,-1.32016456,434.43377025,244.57976627,244.57976627,214.67343191,0.00000000,0.00000000,0.00000000,0.76976388,0.13735623,0.13735623,0.09287989,0.00000000,0.00000000,0.00000000
280,3.07000000,49.04984312,-16.40874291,49.71826131,-1.34663654,434.62013546,244.82552365,244.82552365,216.09882597,0.00000000,0.00000000,0.00000000,0.76824435,0.13732194,0.13732194,0.09443371,0.00000000,0.00000000,0.00000000
281,3.08000000,49.13330941,-16.42359351,49.85360406,-1.37319562,434.80541546,245.07007934,245.07007934,217.51025914,0.00000000,0.00000000,0.00000000,0.76672979,0.13728667,0.13728667,0.09598354,0.00000000,0.00000000,0.00000000
282,3.09000000,49.21657691,-16.43834885,49.98884377,-1.39984057,434.98962609,245.31344965,245.31344965,218.90808499,0.00000000,0.00000000,0.00000000,0.76522023,0.13725046,0.13725046,0.09752931,0.00000000,0.00000000,0.00000000
283,3.10000000,49.29964702,-16.45301029,50.12398187,-1.42657021,435.17278273,245.55565043,245.55565043,220.29264291,0.00000000,0.00000000,0.00000000,0.76371567,0.13721334,0.13721334,0.09907099,0.00000000,0.00000000,0.00000000
284,3.11000000,49.38252112,-16.46757914,50.25901973,-1.45338338,435.35490031,245.79669706,245.79669706,221.66425884,0.00000000,0.00000000,0.00000000,0.76221615,0.13717531,0.13717531,0.10060854,0.00000000,0.00000000,0.00000000
285,3.12000000,49.46520056,-16.48205666,50.39395870,-1.48027897,435.53599335,246.03660449,246.03660449,223.02324605,0.00000000,0.00000000,0.00000000,0.76072166,0.13713642,0.13713642,0.10214192,0.00000000,0.00000000,0.00000000
286,3.13000000,49.54768663,-16.49644412,50.52880008,-1.50725588,435.71607594,246.27538726,246.27538726,224.36990576,0.00000000,0.00000000,0.00000000,0.75923223,0.13709667,0.13709667,0.10367110,0.00000000,0.00000000,0.00000000
287,3.14000000,49.62998063,-16.51074270,50.66354513,-1.53431307,435.89516181,246.51305950,246.51305950,225.70452781,0.00000000,0.00000000,0.00000000,0.75774786,0.13705610,0.13705610,0.10519604,0.00000000,0.00000000,0.00000000
288,3.15000000,49.71208382,-16.52495358,50.79819508,-1.56144952,436.07326430,246.74963496,246.74963496,227.02739121,0.00000000,0.00000000,0.00000000,0.75626857,0.13701472,0.13701472,0.10671671,0.00000000,0.00000000,0.00000000
289,3.16000000,49.79399744,-16.53907792,50.93275113,-1.58866422,436.25039640,246.98512704,246.98512704,228.33876471,0.00000000,0.00000000,0.00000000,0.75479435,0.13697255,0.13697255,0.10823310,0.00000000,0.00000000,0.00000000
290,3.17000000,49.87572269,-16.55311681,51.06721444,-1.61595621,436.42657074,247.21954876,247.21954876,229.63890730,0.00000000,0.00000000,0.00000000,0.75332523,0.13692962,0.13692962,0.10974516,0.00000000,0.00000000,0.00000000
291,3.18000000,49.95726076,-16.56707135,51.20158612,-1.64332455,436.60179966,247.45291284,247.45291284,230.92806873,0.00000000,0.00000000,0.00000000,0.75186119,0.13688593,0.13688593,0.11125288,0.00000000,0.00000000,0.00000000
292,3.19000000,50.03861282,-16.58094259,51.33586729,-1.67076832,436.77609515,247.68523163,247.68523163,232.20648989,0.00000000,0.00000000,0.00000000,0.75040224,0.13684152,0.13684152,0.11275624,0.00000000,0.00000000,0.00000000
293,3.20000000,50.11978002,-16.59473157,51.47005901,-1.69828664,436.94946891,247.91651722,247.91651722,233.47440331,0.00000000,0.00000000,0.00000000,0.74894839,0.13679639,0.13679639,0.11425522,0.00000000,0.00000000,0.00000000
294,3.21000000,50.20076347,-16.60843929,51.60416232,-1.72587864,437.12193234,248.14678135,248.14678135,234.73203349,0.00000000,0.00000000,0.00000000,0.74749963,0.13675056,0.13675056,0.11574981,0.00000000,0.00000000,0.00000000
295,3.22000000,50.28156427,-16.62206672,51.73817823,-1.75354348,437.29349658,248.37603551,248.37603551,235.97959734,0.00000000,0.00000000,0.00000000,0.74605596,0.13670406,0.13670406,0.11723997,0.00000000,0.00000000,0.00000000
296,3.23000000,50.36218352,-16.63561484,51.87210773,-1.78128033,437.46417248,248.60429090,248.60429090,237.21730447,0.00000000,0.00000000,0.00000000,0.74461739,0.13665690,0.13665690,0.11872572,0.00000000,0.00000000,0.00000000
297,3.24000000,50.44262228,-16.64908456,52.00595178,-1.80908839,437.63397063,248.83155846,248.83155846,238.44535757,0.00000000,0.00000000,0.00000000,0.74318389,0.13660909,0.13660909,0.12020702,0.00000000,0.00000000,0.00000000
298,3.25000000,50.52288159,-16.66247682,52.13971132,-1.83696687,437.80290139,249.05784885,249.05784885,239.66395269,0.00000000,0.00000000,0.00000000,0.74175549,0.13656064,0.13656064,0.12168387,0.00000000,0.00000000,0.00000000
299,3.26000000,50.60296247,-16.67579249,52.27338726,-1.86491503,437.97097485,249.28317250,249.28317250,240.87327957,0.00000000,0.00000000,0.00000000,0.74033215,0.13651159,0.13651159,0.12315626,0.00000000,0.00000000,0.00000000
300,3.27000000,50.68286596,-16.68903245,52.40698050,-1.89293211,438.13820089,249.50753962,249.50753962,242.07352186,0.00000000,0.00000000,0.00000000,0.73891389,0.13646192,0.13646192,0.12462419,0.00000000,0.00000000,0.00000000
301,3.28000000,50.76259303,-16.70219756,52.54049190,-1.92101738,438.30458915,249.73096015,249.73096015,243.26485746,0.00000000,0.00000000,0.00000000,0.73750069,0.13641167,0.13641167,0.12608764,0.00000000,0.00000000,0.00000000
302,3.29000000,50.84214466,-16.71528864,52.67392232,-1.94917015,438.47014906,249.95344384,249.95344384,244.44745869,0.00000000,0.00000000,0.00000000,0.73609255,0.13636085,0.13636085,0.12754661,0.00000000,0.00000000,0.00000000
303,3.30000000,50.92152183,-16.72830652,52.80727259,-1.97738971,438.63488985,250.17500020,250.17500020,245.62149260,0.00000000,0.00000000,0.00000000,0.73468945,0.13630946,0.13630946,0.12900109,0.00000000,0.00000000,0.00000000
304,3.31000000,51.00072548,-16.74125198,52.94054351,-2.00567540,438.79882053,250.39563856,250.39563856,246.78712113,0.00000000,0.00000000,0.00000000,0.73329138,0.13625753,0.13625753,0.13045109,0.00000000,0.00000000,0.00000000
305,3.32000000,51.07975654,-16.75412582,53.07373589,-2.03402654,438.96194993,250.61536802,250.61536802,247.94450135,0.00000000,0.00000000,0.00000000,0.73189835,0.13620506,0.13620506,0.13189659,0.00000000,0.00000000,0.00000000
306,3.33000000,51.15861593,-16.76692879,53.20685048,-2.06244251,439.12428667,250.83419751,250.83419751,249.09378568,0.00000000,0.00000000,0.00000000,0.73051033,0.13615206,0.13615206,0.13333761,0.00000000,0.00000000,0.00000000
307,3.34000000,51.23730457,-16.77966164,53.33988806,-2.09092265,439.28583922,251.05213577,251.05213577,250.23512202,0.00000000,0.00000000,0.00000000,0.72912731,0.13609856,0.13609856,0.13477413,0.00000000,0.00000000,0.00000000
308,3.35000000,51.31582333,-16.79232511,53.47284936,-2.11946637,439.44661584,251.26919135,251.26919135,251.36865398,0.00000000,0.00000000,0.00000000,0.72774928,0.13604455,0.13604455,0.13620617,0.00000000,0.00000000,0.00000000
309,3.36000000,51.39417311,-16.80491991,53.60573510,-2.14807306,439.60662463,251.48537262,251.48537262,252.49452105,0.00000000,0.00000000,0.00000000,0.72637624,0.13599005,0.13599005,0.13763371,0.00000000,0.00000000,0.00000000
310,3.37000000,51.47235476,-16.81744676,53.73854600,-2.17674212,439.76587354,251.70068780,251.70068780,253.61285874,0.00000000,0.00000000,0.00000000,0.72500816,0.13593507,0.13593507,0.13905677,0.00000000,0.00000000,0.00000000
311,3.38000000,51.55036914,-16.82990633,53.87128274,-2.20547297,439.92437033,251.91514492,251.91514492,254.72379873,0.00000000,0.00000000,0.00000000,0.72364503,0.13587963,0.13587963,0.14047534,0.00000000,0.00000000,0.00000000
312,3.39000000,51.62821711,-16.84229930,54.00394601,-2.23426506,440.08212264,252.12875188,252.12875188,255.82746904,0.00000000,0.00000000,0.00000000,0.72228684,0.13582373,0.13582373,0.14188943,0.00000000,0.00000000,0.00000000
313,3.40000000,51.70589947,-16.85462635,54.13653646,-2.26311783,440.23913793,252.34151640,252.34151640,256.92399416,0.00000000,0.00000000,0.00000000,0.72093358,0.13576738,0.13576738,0.14329905,0.00000000,0.00000000,0.00000000
314,3.41000000,51.78341707,-16.86688811,54.26905475,-2.29203074,440.39542352,252.55344606,252.55344606,258.01349518,0.00000000,0.00000000,0.00000000,0.71958522,0.13571059,0.13571059,0.14470419,0.00000000,0.00000000,0.00000000
315,3.42000000,51.86077069,-16.87908523,54.40150152,-2.32100325,440.55098659,252.76454829,252.76454829,259.09608992,0.00000000,0.00000000,0.00000000,0.71824176,0.13565337,0.13565337,0.14610487,0.00000000,0.00000000,0.00000000
316,3.43000000,51.93796115,-16.89121833,54.53387739,-2.35003485,440.70583419,252.97483040,252.97483040,260.17189304,0.00000000,0.00000000,0.00000000,0.71690317,0.13559574,0.13559574,0.14750109,0.00000000,0.00000000,0.00000000
317,3.44000000,52.01498923,-16.90328803,54.66618297,-2.37912502,440.85997324,253.18429954,253.18429954,261.24101617,0.00000000,0.00000000,0.00000000,0.71556945,0.13553769,0.13553769,0.14889286,0.00000000,0.00000000,0.00000000
318,3.45000000,52.09185571,-16.91529493,54.79841886,-2.40827327,441.01341050,253.39296274,253.39296274,262.30356800,0.00000000,0.00000000,0.00000000,0.71424057,0.13547925,0.13547925,0.15028018,0.00000000,0.00000000,0.00000000
319,3.46000000,52.16856135,-16.92723963,54.93058565,-2.43747911,441.16615264,253.60082688,253.60082688,263.35965443,0.00000000,0.00000000,0.00000000,0.71291652,0.13542041,0.13542041,0.15166307,0.00000000,0.00000000,0.00000000
320,3.47000000,52.24510691,-16.93912270,55.06268392,-2.46674206,441.31820619,253.80789875,253.80789875,264.40937861,0.00000000,0.00000000,0.00000000,0.71159728,0.13536118,0.13536118,0.15304154,0.00000000,0.00000000,0.00000000
321,3.48000000,52.32149314,-16.95094472,55.19471422,-2.49606163,441.46957755,254.01418499,254.01418499,265.45284106,0.00000000,0.00000000,0.00000000,0.71028284,0.13530159,0.13530159,0.15441558,0.00000000,0.00000000,0.00000000
322,3.49000000,52.39772079,-16.96270624,55.32667712,-2.52543739,441.62027304,254.21969213,254.21969213,266.49013977,0.00000000,0.00000000,0.00000000,0.70897317,0.13524162,0.13524162,0.15578521,0.00000000,0.00000000,0.00000000
323,3.50000000,52.47379056,-16.97440783,55.45857317,-2.55486886,441.77029884,254.42442659,254.42442659,267.52137031,0.00000000,0.00000000,0.00000000,0.70766826,0.13518129,0.13518129,0.15715045,0.00000000,0.00000000,0.00000000
324,3.51000000,52.54970320,-16.98605002,55.59040288,-2.58435560,441.91966101,254.62839468,254.62839468,268.54662584,0.00000000,0.00000000,0.00000000,0.70636810,0.13512061,0.13512061,0.15851129,0.00000000,0.00000000,0.00000000
325,3.52000000,52.62545941,-16.99763334,55.72216680,-2.61389719,442.06836554,254.83160258,254.83160258,269.56599726,0.00000000,0.00000000,0.00000000,0.70507265,0.13505959,0.13505959,0.15986776,0.00000000,0.00000000,0.00000000
326,3.53000000,52.70105990,-17.00915832,55.85386542,-2.64349318,442.21641829,255.03405640,255.03405640,270.57957326,0.00000000,0.00000000,0.00000000,0.70378192,0.13499822,0.13499822,0.16121986,0.00000000,0.00000000,0.00000000
327,3.54000000,52.77650536,-17.02062548,55.98549927,-2.67314316,442.36382502,255.23576211,255.23576211,271.58744039,0.00000000,0.00000000,0.00000000,0.70249587,0.13493653,0.13493653,0.16256760,0.00000000,0.00000000,0.00000000
328,3.55000000,52.85179647,-17.03203532,56.11706882,-2.70284671,442.51059140,255.43672562,255.43672562,272.58968313,0.00000000,0.00000000,0.00000000,0.70121448,0.13487451,0.13487451,0.16391100,0.00000000,0.00000000,0.00000000
329,3.56000000,52.92693393,-17.04338834,56.24857458,-2.73260343,442.65672301,255.63695269,255.63695269,273.58638398,0.00000000,0.00000000,0.00000000,0.69993775,0.13481218,0.13481218,0.16525007,0.00000000,0.00000000,0.00000000
330,3.57000000,53.00191840,-17.05468503,56.38001702,-2.76241292,442.80222533,255.83644904,255.83644904,274.57762348,0.00000000,0.00000000,0.00000000,0.69866565,0.13474953,0.13474953,0.16658482,0.00000000,0.00000000,0.00000000
331,3.58000000,53.07675054,-17.06592587,56.51139662,-2.79227479,442.94710374,256.03522026,256.03522026,275.56348031,0.00000000,0.00000000,0.00000000,0.69739815,0.13468658,0.13468658,0.16791526,0.00000000,0.00000000,0.00000000
332,3.59000000,53.15143101,-17.07711133,56.64271382,-2.82218865,443.09136354,256.23327186,256.23327186,276.54403136,0.00000000,0.00000000,0.00000000,0.69613525,0.13462333,0.13462333,0.16924141,0.00000000,0.00000000,0.00000000
333,3.60000000,53.22596047,-17.08824190,56.77396910,-2.85215411,443.23500996,256.43060927,256.43060927,277.51935173,0.00000000,0.00000000,0.00000000,0.69487693,0.13455979,0.13455979,0.17056328,0.00000000,0.00000000,0.00000000
334,3.61000000,53.30033956,-17.09931801,56.90516288,-2.88217082,443.37804811,256.62723783,256.62723783,278.48951483,0.00000000,0.00000000,0.00000000,0.69362315,0.13449597,0.13449597,0.17188088,0.00000000,0.00000000,0.00000000
335,3.62000000,53.37456891,-17.11034014,57.03629563,-2.91223840,443.52048306,256.82316279,256.82316279,279.45459243,0.00000000,0.00000000,0.00000000,0.69237391,0.13443186,0.13443186,0.17319422,0.00000000,0.00000000,0.00000000
336,3.63000000,53.44864915,-17.12130872,57.16736776,-2.94235650,443.66231976,257.01838933,257.01838933,280.41465470,0.00000000,0.00000000,0.00000000,0.69112919,0.13436749,0.13436749,0.17450333,0.00000000,0.00000000,0.00000000
337,3.64000000,53.52258091,-17.13222419,57.29837970,-2.97252475,443.80356311,257.21292254,257.21292254,281.36977026,0.00000000,0.00000000,0.00000000,0.68988895,0.13430284,0.13430284,0.17580821,0.00000000,0.00000000,0.00000000
338,3.65000000,53.59636480,-17.14308699,57.42933188,-3.00274281,443.94421793,257.40676744,257.40676744,282.32000622,0.00000000,0.00000000,0.00000000,0.68865320,0.13423793,0.13423793,0.17710887,0.00000000,0.00000000,0.00000000
339,3.66000000,53.67000143,-17.15389753,57.56022469,-3.03301034,444.08428896,257.59992896,257.59992896,283.26542825,0.00000000,0.00000000,0.00000000,0.68742190,0.13417276,0.13417276,0.17840534,0.00000000,0.00000000,0.00000000
340,3.67000000,53.74349141,-17.16465625,57.69105856,-3.06332701,444.22378086,257.79241198,257.79241198,284.20610058,0.00000000,0.00000000,0.00000000,0.68619503,0.13410734,0.13410734,0.17969763,0.00000000,0.00000000,0.00000000
341,3.68000000,53.81683533,-17.17536356,57.82183387,-3.09369246,444.36269824,257.98422129,257.98422129,285.14208609,0.00000000,0.00000000,0.00000000,0.68497258,0.13404167,0.13404167,0.18098575,0.00000000,0.00000000,0.00000000
342,3.69000000,53.89003379,-17.18601986,57.95255101,-3.12410639,444.50104563,258.17536161,258.17536161,286.07344632,0.00000000,0.00000000,0.00000000,0.68375453,0.13397576,0.13397576,0.18226971,0.00000000,0.00000000,0.00000000
343,3.70000000,53.96308737,-17.19662555,58.08321038,-3.15456847,444.63882747,258.36583760,258.36583760,287.00024151,0.00000000,0.00000000,0.00000000,0.68254085,0.13390962,0.13390962,0.18354953,0.00000000,0.00000000,0.00000000
344,3.71000000,54.03599665,-17.20718103,58.21381236,-3.18507838,444.77604818,258.55565386,258.55565386,287.92253064,0.00000000,0.00000000,0.00000000,0.68133153,0.13384324,0.13384324,0.18482523,0.00000000,0.00000000,0.00000000
345,3.72000000,54.10876221,-17.21768670,58.34435731,-3.21563581,444.91271209,258.74481489,258.74481489,288.84037150,0.00000000,0.00000000,0.00000000,0.68012654,0.13377663,0.13377663,0.18609683,0.00000000,0.00000000,0.00000000
346,3.73000000,54.18138462,-17.22814293,58.47484561,-3.24624045,445.04882345,258.93332516,258.93332516,289.75382065,0.00000000,0.00000000,0.00000000,0.67892588,0.13370980,0.13370980,0.18736433,0.00000000,0.00000000,0.00000000
347,3.74000000,54.25386443,-17.23855010,58.60527762,-3.27689200,445.18438649,259.12118907,259.12118907,290.66293353,0.00000000,0.00000000,0.00000000,0.67772950,0.13364275,0.13364275,0.18862775,0.00000000,0.00000000,0.00000000
348,3.75000000,54.32620222,-17.24890860,58.73565370,-3.30759017,445.31940534,259.30841095,259.30841095,291.56776444,0.00000000,0.00000000,0.00000000,0.67653741,0.13357549,0.13357549,0.18988711,0.00000000,0.00000000,0.00000000
349,3.76000000,54.39839852,-17.25921879,58.86597420,-3.33833465,445.45388410,259.49499507,259.49499507,292.46836659,0.00000000,0.00000000,0.00000000,0.67534957,0.13350801,0.13350801,0.19114242,0.00000000,0.00000000,0.00000000
